ID,University Name,Year,Win,Loss,Off.Rank,Off.Plays,Off.Yards,Off.Yards.Play,Off.TDs,Total.TDs,Off.Yards.per.Game,Def.Rank,Def.Plays,Yards.Allowed,Yards.Play.Allowed,Off.TDs.Allowed,Total.TDs.Allowed,Yards.Per.Game.Allowed,First.Down.Rank,First.Down.Runs,First.Down.Passes,First.Down.Penalties,First.Downs,First.Down.Def.Rank,Opp.First.Down.Runs
Wake Forest - 2017,Wake Forest ,2017,8,5,17,963,6055,6.29,55,465.8,112,1069,5945,5.56,44,45,457.3,121,130,166,17,313,121,130,166
Washington - 2017,Washington ,2017,10,3,58,821,5271,6.42,56,405.5,8,876,3874,4.42,21,24,298,18,93,115,11,219,18,93,115
Washington St. - 2017,Washington St. ,2017,9,4,33,1016,5653,5.56,45,434.8,16,820,4203,5.13,37,41,323.3,16,102,93,18,213,16,102,93
West Virginia - 2017,West Virginia ,2017,7,6,20,941,5975,6.35,55,459.6,106,944,5792,6.14,50,50,445.5,95,121,126,32,279,95,121,126
Western Ky. - 2017,Western Ky. ,2017,6,7,69,968,5146,5.32,42,395.8,53,888,4903,5.52,38,42,377.2,58,111,126,13,250,58,111,126
Western Mich. - 2017,Western Mich. ,2017,6,6,78,856,4675,5.46,45,389.6,55,806,4542,5.64,45,47,378.5,23,98,104,22,224,23,98,104
Wisconsin - 2017,Wisconsin ,2017,13,1,51,954,5810,6.09,53,415,2,831,3669,4.42,18,21,262.1,5,79,97,20,196,5,79,97
Wyoming - 2017,Wyoming ,2017,8,5,125,794,3718,4.68,31,286,23,933,4358,4.67,27,27,335.2,49,128,98,18,244,49,128,98
Air Force - 2018,Air Force ,2018,12,5,7,52,882,4978,5.64,43,414.8,43,732,4331,5.92,40,42,360.9,8,76,121,12,209,8,76
Akron - 2018,Akron ,2018,12,4,8,126,764,3533,4.62,21,294.4,61,898,4657,5.19,37,41,388.1,60,127,111,18,256,60,127
Alabama - 2018,Alabama ,2018,15,14,1,6,1009,7830,7.76,85,522,16,981,4793,4.89,33,35,319.5,53,93,131,29,253,53,93
Appalachian St. - 2018,Appalachian St. ,2018,13,11,2,37,859,5603,6.52,58,431,6,845,3744,4.43,20,21,288,7,91,98,19,208,7,91
Arizona - 2018,Arizona ,2018,12,5,7,24,881,5492,6.23,43,457.7,92,904,5184,5.73,51,52,432,102,102,146,36,284,102,102
Arizona St. - 2018,Arizona St. ,2018,13,7,6,50,899,5417,6.03,46,416.7,73,921,5257,5.71,37,40,404.4,110,129,137,26,292,110,129
Arkansas - 2018,Arkansas ,2018,12,2,10,117,810,4028,4.97,28,335.7,79,827,4958,6,47,53,413.2,68,116,119,24,259,68,116
Arkansas St. - 2018,Arkansas St. ,2018,13,8,5,17,980,6061,6.18,46,466.2,45,862,4804,5.57,44,45,369.5,21,119,88,25,232,21,119
Army West Point - 2018,Army West Point ,2018,13,11,2,76,922,5103,5.53,54,392.5,8,688,3842,5.58,29,30,295.5,4,78,107,19,204,4,78
Auburn - 2018,Auburn ,2018,13,8,5,78,894,5069,5.67,46,389.9,38,897,4620,5.15,25,26,355.4,45,95,122,30,247,45,95
Ball St. - 2018,Ball St. ,2018,12,4,8,63,924,4903,5.31,37,408.6,109,913,5403,5.92,49,51,450.3,112,146,125,25,296,112,146
Baylor - 2018,Baylor ,2018,13,7,6,22,988,5968,6.04,47,459.1,85,852,5532,6.49,50,51,425.5,79,116,127,24,267,79,116
Boise St. - 2018,Boise St. ,2018,13,10,3,21,979,5974,6.1,55,459.5,39,820,4627,5.64,33,35,355.9,21,91,123,18,232,21,91
Boston College - 2018,Boston College ,2018,12,7,5,67,895,4852,5.42,48,404.3,70,935,4834,5.17,36,41,402.8,63,103,135,19,257,63,103
Bowling Green - 2018,Bowling Green ,2018,12,3,9,105,822,4263,5.19,38,355.3,106,834,5377,6.45,63,66,448.1,93,175,78,26,279,93,175
Buffalo - 2018,Buffalo ,2018,14,10,4,55,1004,5803,5.78,64,414.5,37,949,4975,5.24,46,48,355.4,50,128,107,17,252,50,128
BYU - 2018,BYU ,2018,13,7,6,100,856,4744,5.54,45,364.9,18,891,4213,4.73,35,37,324.1,24,98,120,19,237,24,98
California - 2018,California ,2018,13,7,6,114,910,4466,4.91,29,343.5,15,898,4123,4.59,26,32,317.2,18,106,103,18,227,18,106
Central Mich. - 2018,Central Mich. ,2018,12,1,11,128,809,3056,3.78,18,254.7,36,860,4264,4.96,39,42,355.3,40,123,93,29,245,40,123
Charlotte - 2018,Charlotte ,2018,12,5,7,115,830,4117,4.96,28,343.1,22,700,4048,5.78,37,42,337.3,2,64,116,17,197,2,64
Cincinnati - 2018,Cincinnati ,2018,13,11,2,23,974,5960,6.12,60,458.5,11,840,3946,4.7,28,28,303.5,3,64,102,34,200,3,64
Clemson - 2018,Clemson ,2018,15,15,0,3,1076,7908,7.35,86,527.2,5,1023,4288,4.19,21,23,285.9,23,97,116,22,235,23,97
Coastal Caro. - 2018,Coastal Caro. ,2018,12,5,7,87,780,4552,5.84,40,379.3,110,741,5410,7.3,52,53,450.8,68,136,107,16,259,68,136
Colorado - 2018,Colorado ,2018,12,5,7,74,872,4711,5.4,40,392.6,52,871,4563,5.24,35,39,380.3,38,99,117,28,244,38,99
Colorado St. - 2018,Colorado St. ,2018,12,3,9,59,893,4926,5.52,34,410.5,111,798,5423,6.8,50,56,451.9,78,133,115,17,265,78,133
Duke - 2018,Duke ,2018,13,8,5,65,956,5274,5.52,50,405.7,77,964,5314,5.51,44,48,408.8,84,134,124,14,272,84,134
East Carolina - 2018,East Carolina ,2018,12,3,9,56,995,4973,5,31,414.4,101,859,5278,6.14,53,58,439.8,35,96,130,17,243,35,96
Eastern Mich. - 2018,Eastern Mich. ,2018,13,7,6,92,880,4837,5.5,44,372.1,35,922,4599,4.99,31,34,353.8,40,135,81,29,245,40,135
FIU - 2018,FIU ,2018,13,9,4,46,859,5480,6.38,54,421.5,56,887,5022,5.66,39,42,386.3,110,147,116,29,292,110,147
Fla. Atlantic - 2018,Fla. Atlantic ,2018,12,5,7,14,930,5746,6.18,49,478.8,88,863,5129,5.94,49,52,427.4,92,114,142,22,278,92,114
Florida - 2018,Florida ,2018,13,10,3,42,890,5547,6.23,51,426.7,28,872,4463,5.12,29,30,343.3,20,105,99,27,231,20,105
Florida St. - 2018,Florida St. ,2018,12,5,7,102,847,4334,5.12,31,361.2,80,954,4996,5.24,46,47,416.3,73,102,135,25,262,73,102
Fresno St. - 2018,Fresno St. ,2018,14,12,2,47,941,5901,6.27,57,421.5,17,954,4503,4.72,23,23,321.6,48,106,124,19,249,48,106
Ga. Southern - 2018,Ga. Southern ,2018,13,10,3,112,760,4488,5.91,45,345.2,41,851,4642,5.45,35,35,357.1,35,103,123,17,243,35,103
Georgia - 2018,Georgia ,2018,14,11,3,18,923,6508,7.05,64,464.9,13,890,4400,4.94,31,32,314.3,28,99,121,20,240,28,99
Georgia St. - 2018,Georgia St. ,2018,12,2,10,89,815,4538,5.57,36,378.2,124,760,5874,7.73,56,58,489.5,50,113,124,15,252,50,113
Georgia Tech - 2018,Georgia Tech ,2018,13,7,6,61,871,5314,6.1,53,408.8,46,805,4805,5.97,46,50,369.6,73,125,125,12,262,73,125
Hawaii - 2018,Hawaii ,2018,14,8,6,48,963,5878,6.1,54,419.9,100,977,6156,6.3,63,65,439.7,114,138,142,17,297,114,138
Houston - 2018,Houston ,2018,13,8,5,7,1010,6663,6.6,74,512.5,126,1087,6454,5.94,61,62,496.5,128,152,161,22,335,128,152
Illinois - 2018,Illinois ,2018,12,4,8,62,822,4904,5.97,35,408.7,127,866,6100,7.04,61,64,508.3,116,147,131,23,301,116,147
Indiana - 2018,Indiana ,2018,12,5,7,51,909,4982,5.48,37,415.2,83,848,5085,6,44,45,423.8,84,115,129,28,272,84,115
Iowa - 2018,Iowa ,2018,13,9,4,91,896,4875,5.44,46,375,7,837,3817,4.56,28,28,293.6,12,101,98,15,214,12,101
Iowa St. - 2018,Iowa St. ,2018,13,8,5,95,829,4823,5.82,40,371,33,898,4539,5.05,33,37,349.2,43,97,138,11,246,43,97
Kansas - 2018,Kansas ,2018,12,3,9,109,815,4210,5.17,32,350.8,81,829,5022,6.06,44,46,418.5,76,118,128,17,263,76,118
Kansas St. - 2018,Kansas St. ,2018,12,5,7,113,797,4136,5.19,31,344.7,71,814,4841,5.95,34,37,403.4,54,99,139,16,254,54,99
Kent St. - 2018,Kent St. ,2018,12,2,10,82,914,4603,5.04,34,383.6,117,895,5607,6.26,58,60,467.3,79,117,122,28,267,79,117
Kentucky - 2018,Kentucky ,2018,13,10,3,103,832,4691,5.64,41,360.8,23,838,4393,5.24,26,27,337.9,17,104,101,21,226,17,104
La.-Monroe - 2018,La.-Monroe ,2018,12,6,6,52,801,4978,6.21,39,414.8,90,817,5157,6.31,44,49,429.8,81,116,130,23,269,81,116
Louisiana - 2018,Louisiana ,2018,14,7,7,44,901,5940,6.59,58,424.3,97,966,6102,6.32,59,62,435.9,125,160,134,22,316,125,160
Louisiana Tech - 2018,Louisiana Tech ,2018,13,8,5,84,915,4967,5.43,38,382.1,27,880,4437,5.04,39,39,341.3,46,116,113,19,248,46,116
Louisville - 2018,Louisville ,2018,12,2,10,108,797,4231,5.31,28,352.6,122,843,5802,6.88,65,71,483.5,94,152,109,19,280,94,152
LSU - 2018,LSU ,2018,13,10,3,68,950,5227,5.5,46,402.1,25,915,4403,4.81,33,35,338.7,54,107,116,31,254,54,107
Marshall - 2018,Marshall ,2018,13,9,4,72,908,5117,5.64,42,393.6,25,913,4403,4.82,31,33,338.7,31,79,130,33,242,31,79
Maryland - 2018,Maryland ,2018,12,5,7,94,728,4457,6.12,38,371.4,63,843,4685,5.56,39,42,390.4,65,123,102,33,258,65,123
Massachusetts - 2018,Massachusetts ,2018,12,4,8,34,821,5251,6.4,49,437.6,123,846,5817,6.88,63,68,484.8,104,166,103,18,287,104,166
Memphis - 2018,Memphis ,2018,14,8,6,4,1028,7324,7.12,76,523.1,89,1069,5994,5.61,56,59,428.1,124,128,155,28,311,124,128
Miami - 2018,Miami ,2018,13,7,6,104,835,4664,5.59,44,358.8,4,843,3626,4.3,26,28,278.9,5,107,80,18,205,5,107
Miami - 2018,Miami ,2018,12,6,6,93,818,4464,5.46,42,372,44,843,4418,5.24,40,42,368.2,46,110,113,25,248,46,110
Michigan - 2018,Michigan ,2018,13,10,3,49,896,5453,6.09,50,419.5,2,781,3577,4.58,29,32,275.2,6,89,82,35,206,6,89
Michigan St. - 2018,Michigan St. ,2018,13,7,6,116,962,4447,4.62,26,342.1,10,869,3941,4.54,22,24,303.2,10,55,139,19,213,10,55
Middle Tenn. - 2018,Middle Tenn. ,2018,14,8,6,73,992,5507,5.55,44,393.4,50,965,5290,5.48,44,47,377.9,89,127,122,27,276,89,127
Minnesota - 2018,Minnesota ,2018,13,7,6,86,870,4935,5.67,43,379.6,54,845,5015,5.93,41,42,385.8,24,101,120,16,237,24,101
Mississippi St. - 2018,Mississippi St. ,2018,13,8,5,70,837,5166,6.17,48,397.4,1,829,3420,4.13,15,15,263.1,9,90,98,24,212,9,90
Missouri - 2018,Missouri ,2018,13,8,5,13,1004,6263,6.24,55,481.8,62,889,5050,5.68,35,39,388.5,38,84,137,23,244,38,84
Navy - 2018,Navy ,2018,13,3,10,110,861,4536,5.27,42,348.9,86,850,5543,6.52,57,60,426.4,83,123,138,9,270,83,123
NC State - 2018,NC State ,2018,13,9,4,26,979,5929,6.06,52,456.1,66,859,5104,5.94,36,39,392.6,30,89,134,18,241,30,89
Nebraska - 2018,Nebraska ,2018,12,4,8,25,868,5474,6.31,44,456.2,94,895,5202,5.81,44,47,433.5,84,114,129,29,272,84,114
Nevada - 2018,Nevada ,2018,13,8,5,38,929,5600,6.03,49,430.8,58,959,5038,5.25,42,46,387.5,60,94,138,24,256,60,94
New Mexico - 2018,New Mexico ,2018,12,3,9,119,793,3965,5,38,330.4,119,898,5676,6.32,53,56,473,100,134,128,21,283,100,134
New Mexico St. - 2018,New Mexico St. ,2018,12,3,9,96,891,4446,4.99,30,370.5,120,961,5711,5.94,58,63,475.9,112,166,113,17,296,112,166
North Carolina - 2018,North Carolina ,2018,11,2,9,31,817,4863,5.95,33,442.1,105,823,4924,5.98,45,49,447.6,48,118,110,21,249,48,118
North Texas - 2018,North Texas ,2018,13,9,4,20,966,5987,6.2,53,460.5,48,915,4870,5.32,38,38,374.6,40,87,136,22,245,40,87
Northern Ill. - 2018,Northern Ill. ,2018,14,8,6,123,998,4512,4.52,32,322.3,40,1046,4998,4.78,33,35,357,103,88,161,37,286,103,88
Northwestern - 2018,Northwestern ,2018,14,9,5,107,1046,4961,4.74,42,354.4,64,983,5472,5.57,35,38,390.9,90,104,160,13,277,90,104
Notre Dame - 2018,Notre Dame ,2018,13,12,1,32,954,5721,6,50,440.1,30,957,4516,4.72,26,28,347.4,68,95,141,23,259,68,95
Ohio - 2018,Ohio ,2018,13,9,4,16,867,6068,7,65,466.8,65,834,5082,6.09,41,42,390.9,60,100,138,18,256,60,100
Ohio St. - 2018,Ohio St. ,2018,14,13,1,2,1131,7498,6.63,74,535.6,72,979,5648,5.77,44,46,403.4,100,102,145,36,283,100,102
Oklahoma - 2018,Oklahoma ,2018,14,12,2,1,928,7984,8.6,85,570.3,114,1036,6353,6.13,61,62,453.8,129,134,181,27,342,129,134
Oklahoma St. - 2018,Oklahoma St. ,2018,13,7,6,10,1011,6502,6.43,63,500.2,112,974,5882,6.04,53,55,452.5,116,108,156,37,301,116,108
Old Dominion - 2018,Old Dominion ,2018,12,4,8,40,905,5133,5.67,45,427.8,118,906,5657,6.24,56,59,471.4,109,121,143,27,291,109,121
Ole Miss - 2018,Ole Miss ,2018,12,5,7,9,860,6126,7.12,45,510.5,121,918,5801,6.32,51,54,483.4,119,144,130,30,304,119,144
Oregon - 2018,Oregon ,2018,13,9,4,41,947,5554,5.86,57,427.2,55,956,5017,5.25,37,38,385.9,84,102,147,23,272,84,102
Oregon St. - 2018,Oregon St. ,2018,12,2,10,66,915,4857,5.31,40,404.8,128,868,6441,7.42,70,76,536.8,121,155,133,18,306,121,155
Penn St. - 2018,Penn St. ,2018,13,9,4,45,900,5499,6.11,55,423,34,965,4556,4.72,30,34,350.5,71,122,114,24,260,71,122
Pittsburgh - 2018,Pittsburgh ,2018,14,7,7,97,887,5176,5.84,42,369.7,59,929,5426,5.84,48,50,387.6,94,126,124,30,280,94,126
Purdue - 2018,Purdue ,2018,13,6,7,29,909,5771,6.35,48,443.9,113,982,5884,5.99,47,49,452.6,122,118,163,26,307,122,118
Rice - 2018,Rice ,2018,13,2,11,124,858,4139,4.82,28,318.4,103,842,5799,6.89,59,62,446.1,94,107,156,17,280,94,107
Rutgers - 2018,Rutgers ,2018,12,1,11,127,772,3195,4.14,17,266.3,69,845,4818,5.7,46,49,401.5,54,115,112,27,254,54,115
San Diego St. - 2018,San Diego St. ,2018,13,7,6,111,831,4535,5.46,30,348.8,21,854,4350,5.09,34,35,334.6,13,77,120,19,216,13,77
San Jose St. - 2018,San Jose St. ,2018,12,1,11,122,805,3884,4.82,29,323.7,125,955,5941,6.22,54,57,495.1,106,129,138,22,289,106,129
SMU - 2018,SMU ,2018,12,5,7,80,869,4646,5.35,45,387.2,91,931,5158,5.54,45,54,429.8,94,132,129,19,280,94,132
South Alabama - 2018,South Alabama ,2018,12,3,9,105,810,4263,5.26,36,355.3,107,804,5384,6.7,59,61,448.7,81,113,123,33,269,81,113
South Carolina - 2018,South Carolina ,2018,13,7,6,43,887,5533,6.24,47,425.6,84,991,5516,5.57,41,42,424.3,127,152,151,27,330,127,152
South Fla. - 2018,South Fla. ,2018,13,7,6,33,949,5690,6,43,437.7,104,994,5806,5.84,51,53,446.6,118,160,117,25,302,118,160
Southern California - 2018,Southern California ,2018,12,5,7,83,794,4591,5.78,35,382.6,60,868,4656,5.36,40,42,388,43,94,128,24,246,43,94
Southern Miss. - 2018,Southern Miss. ,2018,11,6,5,99,788,4044,5.13,30,367.6,3,672,3062,4.56,23,27,278.4,1,59,89,13,161,1,59
Stanford - 2018,Stanford ,2018,13,9,4,85,808,4953,6.13,45,381,78,942,5331,5.66,31,33,410.1,84,103,154,15,272,84,103
Syracuse - 2018,Syracuse ,2018,13,10,3,19,1063,6042,5.68,60,464.8,87,951,5545,5.83,40,42,426.5,65,103,133,22,258,65,103
TCU - 2018,TCU ,2018,13,7,6,98,904,4785,5.29,32,368.1,24,906,4397,4.85,36,38,338.2,31,110,116,16,242,31,110
Temple - 2018,Temple ,2018,13,8,5,60,937,5324,5.68,48,409.5,47,1036,4843,4.67,45,47,372.5,114,142,116,39,297,114,142
Tennessee - 2018,Tennessee ,2018,12,5,7,121,716,3906,5.46,30,325.5,49,799,4529,5.67,41,42,377.4,35,103,124,16,243,35,103
Texas - 2018,Texas ,2018,14,10,4,57,1045,5758,5.51,52,411.3,67,982,5499,5.6,44,44,392.8,106,104,158,27,289,106,104
Texas A&M - 2018,Texas A&M ,2018,13,9,4,15,980,6131,6.26,53,471.6,32,785,4529,5.77,40,43,348.4,14,76,124,21,221,14,76
Texas St. - 2018,Texas St. ,2018,12,3,9,120,778,3963,5.09,30,330.3,53,869,4607,5.3,34,39,383.9,14,100,106,15,221,14,100
Texas Tech - 2018,Texas Tech ,2018,12,5,7,12,972,5822,5.99,54,485.2,108,905,5387,5.95,44,47,448.9,90,107,142,28,277,90,107
Toledo - 2018,Toledo ,2018,13,7,6,30,927,5770,6.22,62,443.8,93,963,5620,5.84,51,54,432.3,104,116,140,31,287,104,116
Troy - 2018,Troy ,2018,13,10,3,79,857,5062,5.91,46,389.4,31,896,4523,5.05,35,38,347.9,28,100,121,19,240,28,100
Tulane - 2018,Tulane ,2018,13,7,6,69,904,5214,5.77,44,401.1,75,951,5288,5.56,45,46,406.8,94,106,145,29,280,94,106
Tulsa - 2018,Tulsa ,2018,12,3,9,90,899,4531,5.04,36,377.6,76,869,4892,5.63,37,43,407.7,65,135,95,28,258,65,135
UAB - 2018,UAB ,2018,14,11,3,64,963,5680,5.9,50,405.7,9,875,4189,4.79,27,28,299.2,31,92,107,43,242,31,92
UCF - 2018,UCF ,2018,13,12,1,5,986,6795,6.89,72,522.7,95,1031,5638,5.47,33,35,433.7,122,160,122,25,307,122,160
UCLA - 2018,UCLA ,2018,12,3,9,74,854,4711,5.52,33,392.6,102,891,5339,5.99,50,52,444.9,99,121,135,25,281,99,121
UConn - 2018,UConn ,2018,12,1,11,88,851,4541,5.34,36,378.4,129,841,7409,8.81,78,81,617.4,126,179,134,12,325,126,179
UNLV - 2018,UNLV ,2018,12,4,8,77,892,4694,5.26,47,391.2,115,843,5450,6.47,53,55,454.2,63,114,133,10,257,63,114
Utah - 2018,Utah ,2018,14,9,5,71,971,5541,5.71,42,395.8,14,956,4418,4.62,32,35,315.6,27,82,128,28,238,27,82
Utah St. - 2018,Utah St. ,2018,13,11,2,11,945,6466,6.84,69,497.4,51,986,4933,5,30,33,379.5,54,100,123,31,254,54,100
UTEP - 2018,UTEP ,2018,12,1,11,125,751,3692,4.92,27,307.7,68,797,4736,5.94,43,49,394.7,31,120,102,20,242,31,120
UTSA - 2018,UTSA ,2018,12,3,9,129,758,2965,3.91,16,247.1,96,815,5226,6.41,45,47,435.5,50,100,139,13,252,50,100
Vanderbilt - 2018,Vanderbilt ,2018,13,6,7,58,850,5346,6.29,46,411.2,99,929,5706,6.14,41,41,438.9,119,150,137,17,304,119,150
Virginia - 2018,Virginia ,2018,13,8,5,81,857,5003,5.84,45,384.8,20,815,4297,5.27,27,30,330.5,10,92,109,12,213,10,92
Virginia Tech - 2018,Virginia Tech ,2018,13,6,7,39,949,5566,5.87,48,428.2,98,892,5703,6.39,51,53,438.7,77,122,120,22,264,77,122
Wake Forest - 2018,Wake Forest ,2018,13,7,6,28,1067,5847,5.48,46,449.8,116,1015,5962,5.87,57,59,458.6,108,120,149,21,290,108,120
Washington - 2018,Washington ,2018,14,10,4,54,969,5805,5.99,45,414.6,12,918,4287,4.67,25,26,306.2,24,88,135,14,237,24,88
Washington St. - 2018,Washington St. ,2018,13,11,2,27,958,5869,6.13,63,451.5,42,838,4674,5.58,38,38,359.5,58,101,118,36,255,58,101
West Virginia - 2018,West Virginia ,2018,12,8,4,8,870,6147,7.07,60,512.3,74,839,4876,5.81,39,41,406.3,73,112,131,19,262,73,112
Western Ky. - 2018,Western Ky. ,2018,12,3,9,101,870,4364,5.02,30,363.7,82,862,5059,5.87,36,37,421.6,72,112,127,22,261,72,112
Western Mich. - 2018,Western Mich. ,2018,13,7,6,35,962,5679,5.9,52,436.8,57,813,5026,6.18,57,60,386.6,58,112,123,20,255,58,112
Wisconsin - 2018,Wisconsin ,2018,13,8,5,36,875,5604,6.4,51,431.1,29,814,4474,5.5,31,33,344.2,19,98,108,24,230,19,98
Wyoming - 2018,Wyoming ,2018,12,6,6,118,771,3969,5.15,27,330.8,19,818,3914,4.78,32,33,326.2,16,96,111,16,223,16,96
Air Force - 2019,Air Force ,2019,11,2,51,881,5483,6.22,55,421.8,17,752,4155,5.53,32,34,319.6,9,77,131,8,216,9,77,131
Akron - 2019,Akron ,2019,0,12,130,725,2918,4.02,14,243.2,83,871,4967,5.7,51,56,413.9,58,138,106,17,261,58,138,106
Alabama - 2019,Alabama ,2019,11,2,6,842,6640,7.89,76,510.8,20,877,4217,4.81,24,26,324.4,40,95,121,31,247,40,95,121
Appalachian St. - 2019,Appalachian St. ,2019,13,1,39,969,6064,6.26,65,433.1,26,940,4705,5.01,34,35,336.1,51,97,133,28,258,51,97,133
Arizona - 2019,Arizona ,2019,4,8,30,873,5281,6.05,42,440.1,120,889,5657,6.36,53,54,471.4,116,122,145,26,293,116,122,145
Arizona St. - 2019,Arizona St. ,2019,8,5,94,842,4837,5.74,34,372.1,67,928,5113,5.51,39,39,393.3,87,94,155,24,273,87,94,155
Arkansas - 2019,Arkansas ,2019,2,10,111,783,4081,5.21,28,340.1,110,827,5408,6.54,54,57,450.7,80,121,130,20,271,80,121,130
Arkansas St. - 2019,Arkansas St. ,2019,8,5,33,925,5711,6.17,50,439.3,124,1018,6218,6.11,55,56,478.3,128,127,157,31,315,128,127,157
Army West Point - 2019,Army West Point ,2019,5,8,89,869,4929,5.67,51,379.2,30,789,4450,5.64,37,38,342.3,27,110,110,14,234,27,110,110
Auburn - 2019,Auburn ,2019,9,4,64,947,5285,5.58,51,406.5,28,905,4381,4.84,31,32,337,42,96,120,33,249,42,96,120
Ball St. - 2019,Ball St. ,2019,5,7,16,909,5556,6.11,51,463,91,876,5096,5.82,45,47,424.7,68,110,135,20,265,68,110,135
Baylor - 2019,Baylor ,2019,11,3,52,948,5901,6.22,59,421.5,39,1032,5046,4.89,31,32,360.4,105,114,148,21,283,105,114,148
Boise St. - 2019,Boise St. ,2019,12,2,48,993,6006,6.05,58,429,33,928,4848,5.22,39,39,346.3,51,92,146,20,258,51,92,146
Boston College - 2019,Boston College ,2019,6,7,47,964,5579,5.79,47,429.2,125,983,6223,6.33,48,49,478.7,124,127,166,13,306,124,127,166
Bowling Green - 2019,Bowling Green ,2019,3,9,120,839,3829,4.56,24,319.1,117,798,5606,7.03,60,62,467.2,51,124,114,20,258,51,124,114
Buffalo - 2019,Buffalo ,2019,8,5,82,937,5051,5.39,50,388.5,7,780,3795,4.87,33,35,291.9,5,75,105,19,199,5,75,105
BYU - 2019,BYU ,2019,7,6,28,933,5769,6.18,45,443.8,68,914,5116,5.6,36,40,393.5,73,123,127,17,267,73,123,127
California - 2019,California ,2019,8,5,117,841,4271,5.08,35,328.5,65,945,5076,5.37,32,32,390.5,87,99,159,15,273,87,99,159
Central Mich. - 2019,Central Mich. ,2019,8,6,37,999,6070,6.08,55,433.6,41,938,5082,5.42,45,49,363,93,102,146,27,275,93,102,146
Charlotte - 2019,Charlotte ,2019,7,6,56,848,5388,6.35,50,414.5,59,824,4952,6.01,50,56,380.9,46,125,109,18,252,46,125,109
Cincinnati - 2019,Cincinnati ,2019,11,3,80,993,5464,5.5,49,390.3,40,987,5060,5.13,32,34,361.4,101,114,127,38,279,101,114,127
Clemson - 2019,Clemson ,2019,14,1,5,1075,7931,7.38,85,528.7,6,970,4325,4.46,24,24,288.3,12,92,108,18,218,12,92,108
Coastal Carolina - 2019,Coastal Carolina ,2019,5,7,74,854,4725,5.53,45,393.8,62,761,4603,6.05,48,50,383.6,34,114,112,15,241,34,114,112
Colorado - 2019,Colorado ,2019,5,7,83,847,4662,5.5,32,388.5,104,815,5303,6.51,49,50,441.9,58,97,150,14,261,58,97,150
Colorado St. - 2019,Colorado St. ,2019,4,8,34,841,5249,6.24,39,437.4,52,811,4529,5.58,42,47,377.4,31,119,91,28,238,31,119,91
Duke - 2019,Duke ,2019,5,7,114,873,3956,4.53,34,329.7,56,852,4555,5.35,40,43,379.6,25,110,101,21,232,25,110,101
East Carolina - 2019,East Carolina ,2019,4,8,46,900,5162,5.74,34,430.2,119,864,5632,6.52,52,53,469.3,98,125,133,20,278,98,125,133
Eastern Mich. - 2019,Eastern Mich. ,2019,6,7,67,883,5271,5.97,48,405.5,94,922,5596,6.07,51,52,430.5,113,138,134,17,289,113,138,134
FIU - 2019,FIU ,2019,6,7,91,877,4902,5.59,37,377.1,69,898,5117,5.7,42,43,393.6,95,141,110,26,277,95,141,110
Fla. Atlantic - 2019,Fla. Atlantic ,2019,11,3,23,1053,6280,5.96,62,448.6,50,979,5239,5.35,40,41,374.2,85,94,145,33,272,85,94,145
Florida - 2019,Florida ,2019,11,2,45,865,5597,6.47,54,430.5,9,809,3963,4.9,23,23,304.8,8,76,121,16,213,8,76,121
Florida St. - 2019,Florida St. ,2019,6,7,60,909,5308,5.84,48,408.3,90,1039,5514,5.31,37,40,424.2,125,105,163,41,309,125,105,163
Fresno St. - 2019,Fresno St. ,2019,4,8,85,767,4632,6.04,44,386,88,879,5037,5.73,44,46,419.8,63,122,121,19,262,63,122,121
Ga. Southern - 2019,Ga. Southern ,2019,7,6,118,821,4260,5.19,38,327.7,55,871,4929,5.66,46,47,379.2,36,97,127,18,242,36,97,127
Georgia - 2019,Georgia ,2019,12,2,61,940,5713,6.08,47,408.1,3,900,3860,4.29,18,20,275.7,14,69,127,26,222,14,69,127
Georgia St. - 2019,Georgia St. ,2019,7,6,31,981,5718,5.83,52,439.8,112,886,5922,6.68,60,62,455.5,112,143,126,18,287,112,143,126
Georgia Tech - 2019,Georgia Tech ,2019,3,9,127,717,3436,4.79,26,286.3,89,870,5075,5.83,45,49,422.9,80,143,106,22,271,80,143,106
Hawaii - 2019,Hawaii ,2019,10,5,13,1056,7065,6.69,63,471,96,1029,6470,6.29,60,61,431.3,130,156,157,28,341,130,156,157
Houston - 2019,Houston ,2019,4,8,78,780,4698,6.02,39,391.5,118,824,5610,6.81,53,54,467.5,55,104,137,18,259,55,104,137
Illinois - 2019,Illinois ,2019,6,7,115,857,4283,5,38,329.5,77,949,5310,5.6,40,41,408.5,95,131,124,22,277,95,131,124
Indiana - 2019,Indiana ,2019,8,5,41,940,5626,5.99,48,432.8,36,853,4579,5.37,37,39,352.2,41,95,117,36,248,41,95,117
Iowa - 2019,Iowa ,2019,10,3,99,864,4765,5.52,33,366.5,12,835,4007,4.8,20,21,308.2,9,83,121,12,216,9,83,121
Iowa St. - 2019,Iowa St. ,2019,7,6,27,896,5776,6.45,51,444.3,45,896,4801,5.36,35,39,369.3,37,105,130,11,246,37,105,130
Kansas - 2019,Kansas ,2019,3,9,90,773,4527,5.86,35,377.3,122,927,5702,6.15,54,56,475.2,125,151,138,20,309,125,151,138
Kansas St. - 2019,Kansas St. ,2019,8,5,103,841,4666,5.55,41,358.9,44,776,4789,6.17,31,31,368.4,15,96,109,19,224,15,96,109
